
,,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Total Yds,Total Yds,Total Yds,Total Yds,Total Yds
3210,Davante Adams,21-271,2014-09-21,NFL,GNB,@,DET,L 7-19,3,3,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,11,5.50,0,,,,,,,,,0,2,0,11,11,0
3211,Davante Adams,21-362,2014-12-21,NFL,GNB,@,TAM,W 20-3,15,16,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,17,8.50,0,,,,,,,,,0,2,0,17,17,0
3212,Davante Adams,21-327,2014-11-16,NFL,GNB,,PHI,W 53-20,10,11,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,13,6.50,1,,,,,,,,,6,2,0,13,13,0
3213,Davante Adams,21-278,2014-09-28,NFL,GNB,@,CHI,W 38-17,4,4,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,18,9.00,0,,,,,,,,,0,2,0,18,18,0
3214,Kamar Aiken,25-135,2014-10-12,NFL,BAL,@,TAM,W 48-17,6,6,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,20,10.00,1,,,,,,,,,6,2,0,20,20,0
3215,Kamar Aiken,25-149,2014-10-26,NFL,BAL,@,CIN,L 24-27,8,8,Sun,0,0,,0,0,0,,,,0,0,,0,6,2,15,7.50,0,,,,,,,,,0,2,0,15,15,0
3216,Kamar Aiken,25-212,2014-12-28,NFL,BAL,,CLE,W 20-10,16,17,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,13,6.50,1,,,,,,,,,6,2,0,13,13,0
3217,Dwayne Allen,24-293,2014-12-14,NFL,IND,,HOU,W 17-10,14,15,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,16,8.00,1,,,,,,,,,6,2,0,16,16,0
3218,Keenan Allen,22-147,2014-09-21,NFL,SDG,@,BUF,W 22-10,3,3,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,17,8.50,0,,,,,,,,,0,2,0,17,17,0
3219,Jace Amaro,22-136,2014-11-09,NFL,NYJ,,PIT,W 20-13,10,10,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,6,3.00,1,,,,,,,,,6,2,0,6,6,0
3220,Jace Amaro,22-073,2014-09-07,NFL,NYJ,,OAK,W 19-14,1,1,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,7,3.50,0,,,,,,,,,0,2,0,7,7,0
Rk,,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Touch,TotOff,YScm,APYd,RtY
3221,C.J. Anderson,23-251,2014-10-19,NFL,DEN,,SFO,W 42-17,6,7,Sun,0,0,,0,0,0,,,,2,9,4.50,0,0,0,0,,0,,,,,,,,,0,2,9,9,9,0
3222,Antonio Andrews,23-074,2014-12-28,NFL,TEN,,IND,L 10-27,16,17,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,11,5.50,0,,,,,,,,,0,2,0,11,11,0
3223,Antonio Andrews,23-039,2014-11-23,NFL,TEN,@,PHI,L 24-43,11,12,Sun,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,,,,,,,,0,2,0,0,47,47
3224,David Ausberry,27-003,2014-09-28,NFL,OAK,,MIA,L 14-38,4,4,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,14,7.00,0,,,,,,,,,0,2,0,14,14,0
3225,Miles Austin,30-104,2014-10-12,NFL,CLE,,PIT,W 31-10,5,6,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,29,14.50,0,,,,,,,,,0,2,0,29,29,0
3226,Miles Austin,30-097,2014-10-05,NFL,CLE,@,TEN,W 29-28,4,5,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,54,27.00,0,,,,,,,,,0,2,0,54,54,0
3227,Miles Austin,30-118,2014-10-26,NFL,CLE,,OAK,W 23-13,7,8,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,34,17.00,0,,,,,,,,,0,2,0,34,34,0
3228,Miles Austin,30-069,2014-09-07,NFL,CLE,@,PIT,L 27-30,1,1,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,20,10.00,0,,,,,,,,,0,2,0,20,20,0
3229,Jason Avant,31-168,2014-10-05,NFL,CAR,,CHI,W 31-24,5,5,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,42,21.00,0,,,,,,,,,0,2,0,42,42,0
3230,Jason Avant,31-224,2014-11-30,NFL,KAN,,DEN,L 16-29,12,13,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,30,15.00,0,,,,,,,,,0,2,0,30,30,0
3231,Jason Avant,31-161,2014-09-28,NFL,CAR,@,BAL,L 10-38,4,4,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,24,12.00,0,,,,,,,,,0,2,0,24,24,0
3232,Jason Avant,31-154,2014-09-21,NFL,CAR,,PIT,L 19-37,3,3,Sun,0,0,,0,0,0,,,,0,0,,0,6,2,12,6.00,0,,,,,,,,,0,2,0,12,12,0
3233,Jason Avant,31-182,2014-10-19,NFL,CAR,@,GNB,L 17-38,7,7,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,6,3.00,0,,,,,,,,,0,2,0,6,6,0
3234,Donnie Avery,30-101,2014-09-21,NFL,KAN,@,MIA,W 34-15,3,3,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,12,6.00,0,,,,,,,,,0,2,0,12,12,0
3235,Donnie Avery,30-109,2014-09-29,NFL,KAN,,NWE,W 41-14,4,4,Mon,0,0,,0,0,0,,,,0,0,,0,2,2,46,23.00,0,,,,,,,,,0,2,0,46,46,0
3236,Stedman Bailey,23-328,2014-10-05,NFL,STL,@,PHI,L 28-34,4,5,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,20,10.00,0,,,,,,,,,0,2,0,20,20,0
3237,Stedman Bailey,24-026,2014-12-07,NFL,STL,@,WAS,W 24-0,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,47,23.50,0,,,,,,,,,0,2,0,47,47,0
3238,Stedman Bailey,24-040,2014-12-21,NFL,STL,,NYG,L 27-37,15,16,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,22,11.00,0,,,,,,,,,0,2,0,22,22,0
3239,Stedman Bailey,23-349,2014-10-26,NFL,STL,@,KAN,L 7-34,7,8,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,33,16.50,0,,,,,,,,,0,2,0,33,33,0
3240,Doug Baldwin,26-067,2014-11-27,NFL,SEA,@,SFO,W 19-3,12,13,Thu,0,0,,0,0,0,,,,0,0,,0,4,2,28,14.00,0,,,,,,,,,0,2,0,28,28,0
Rk,,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Touch,TotOff,YScm,APYd,RtY
3241,Doug Baldwin,26-021,2014-10-12,NFL,SEA,,DAL,L 23-30,5,6,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,32,16.00,0,,,,,,,,,0,2,0,32,32,0
3242,Doug Baldwin,26-063,2014-11-23,NFL,SEA,,ARI,W 19-3,11,12,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,6,3.00,0,,,,,,,,,0,2,0,6,6,0
3243,Joe Banyard,26-025,2014-12-07,NFL,MIN,,NYJ,W 30-24,13,14,Sun,0,0,,0,0,0,,,,1,9,9.00,0,1,1,12,12.00,0,,,,,,,,,0,2,9,21,21,0
3244,Joe Banyard,25-324,2014-10-02,NFL,MIN,@,GNB,L 10-42,5,5,Thu,0,0,,0,0,0,,,,0,0,,0,2,2,11,5.50,0,,,,,,,,,0,2,0,11,11,0
3245,Joe Banyard,26-032,2014-12-14,NFL,MIN,@,DET,L 14-16,14,15,Sun,0,0,,0,0,0,,,,2,2,1.00,0,0,0,0,,0,,,,,,,,,0,2,2,2,2,0
3246,Joe Banyard,26-018,2014-11-30,NFL,MIN,,CAR,W 31-13,12,13,Sun,0,0,,0,0,0,,,,2,8,4.00,0,0,0,0,,0,,,,,,,,,0,2,8,8,8,0
3247,Gary Barnidge,29-041,2014-11-02,NFL,CLE,,TAM,W 22-17,8,9,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,16,8.00,0,,,,,,,,,0,2,0,16,16,0
3248,Gary Barnidge,29-062,2014-11-23,NFL,CLE,@,ATL,W 26-24,11,12,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,23,11.50,0,,,,,,,,,0,2,0,23,23,0
3249,Gary Barnidge,29-045,2014-11-06,NFL,CLE,@,CIN,W 24-3,9,10,Thu,0,0,,0,0,0,,,,0,0,,0,4,2,46,23.00,0,,,,,,,,,0,2,0,46,46,0
3250,Cole Beasley,25-155,2014-09-28,NFL,DAL,,NOR,W 38-17,4,4,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,14,7.00,0,,,,,,,,,0,2,0,14,14,0
3251,Cole Beasley,25-239,2014-12-21,NFL,DAL,,IND,W 42-7,15,16,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,29,14.50,1,,,,,,,,,6,2,0,29,29,0
3252,Cole Beasley,25-211,2014-11-23,NFL,DAL,@,NYG,W 31-28,11,12,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,66,33.00,1,,,,,,,,,6,2,0,66,66,0
3253,Kelvin Benjamin,23-267,2014-10-30,NFL,CAR,,NOR,L 10-28,9,9,Thu,0,0,,0,0,0,,,,0,0,,0,10,2,18,9.00,0,,,,,,,,,0,2,0,18,18,0
3254,Kelvin Benjamin,23-221,2014-09-14,NFL,CAR,,DET,W 24-7,2,2,Sun,0,0,,0,0,0,,,,0,0,,0,8,2,46,23.00,0,,,,,,,,,0,2,0,46,46,0
3255,Kelvin Benjamin,23-305,2014-12-07,NFL,CAR,@,NOR,W 41-10,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,24,12.00,1,,,,,,,,,6,2,0,24,24,0
3256,Travis Benjamin,24-364,2014-12-28,NFL,CLE,@,BAL,L 10-20,16,17,Sun,0,0,,0,0,0,,,,0,0,,0,3,1,9,9.00,0,,,,,,,,,0,2,0,9,24,15
3257,Travis Benjamin,24-357,2014-12-21,NFL,CLE,@,CAR,L 13-17,15,16,Sun,0,0,,0,0,0,,,,0,0,,0,2,0,0,,0,,,,,,,,,0,2,0,0,24,24
3258,Travis Benjamin,24-350,2014-12-14,NFL,CLE,,CIN,L 0-30,14,15,Sun,0,0,,0,0,0,,,,0,0,,0,1,1,9,9.00,0,,,,,,,,,0,2,0,9,26,17
3259,Travis Benjamin,24-259,2014-09-14,NFL,CLE,,NOR,W 26-24,2,2,Sun,0,0,,0,0,0,,,,0,0,,0,4,1,6,6.00,0,,,,,,,,,0,2,0,6,8,2
3260,Travis Benjamin,24-301,2014-10-26,NFL,CLE,,OAK,W 23-13,7,8,Sun,0,0,,0,0,0,,,,0,0,,0,2,0,0,,0,,,,,,,,,0,2,0,0,7,7
Rk,,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Touch,TotOff,YScm,APYd,RtY
3261,Travis Benjamin,24-308,2014-11-02,NFL,CLE,,TAM,W 22-17,8,9,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,52,26.00,0,,,,,,,,,0,2,0,52,52,0
3262,Travis Benjamin,24-322,2014-11-16,NFL,CLE,,HOU,L 7-23,10,11,Sun,0,0,,0,0,0,,,,0,0,,0,3,1,23,23.00,0,,,,,,,,,0,2,0,23,30,7
3263,Travis Benjamin,24-287,2014-10-12,NFL,CLE,,PIT,W 31-10,5,6,Sun,0,0,,0,0,0,,,,1,3,3.00,0,1,1,31,31.00,0,,,,,,,,,0,2,3,34,34,0
3264,Martellus Bennett,27-244,2014-11-09,NFL,CHI,@,GNB,L 14-55,9,10,Sun,0,0,,0,0,0,,,,0,0,,0,6,2,45,22.50,0,,,,,,,,,0,2,0,45,45,0
3265,Brenton Bersin,24-219,2014-12-14,NFL,CAR,,TAM,W 19-17,14,15,Sun,0,0,,0,0,0,,,,0,0,,0,1,0,0,,0,,,,,,,,,0,2,0,0,18,18
3266,Brenton Bersin,24-156,2014-10-12,NFL,CAR,@,CIN,T 37-37,6,6,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,13,6.50,0,,,,,,,,,0,2,0,13,13,0
3267,Brandon Bolden,24-238,2014-09-21,NFL,NWE,,OAK,W 16-9,3,3,Sun,0,0,,0,0,0,,,,2,4,2.00,0,0,0,0,,0,,,,,,,,,0,2,4,4,4,0
3268,Omar Bolden,26-002,2014-12-22,NFL,DEN,@,CIN,L 28-37,15,16,Mon,0,0,,0,0,0,,,,0,0,,0,0,0,0,,0,,,,,,,,,0,2,0,0,102,102
3269,Omar Bolden,25-359,2014-12-14,NFL,DEN,@,SDG,W 22-10,14,15,Sun,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,,,,,,,,0,2,0,0,53,53
3270,Anquan Boldin,33-346,2014-09-14,NFL,SFO,,CHI,L 20-28,2,2,Sun,0,0,,0,0,0,,,,0,0,,0,6,2,34,17.00,0,,,,,,,,,0,2,0,34,34,0
3271,Anquan Boldin,34-086,2014-12-28,NFL,SFO,,ARI,W 20-17,16,17,Sun,0,0,,0,0,0,,,,0,0,,0,9,2,81,40.50,1,,,,,,,,,6,2,0,81,81,0
3272,Anquan Boldin,34-072,2014-12-14,NFL,SFO,@,SEA,L 7-17,14,15,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,23,11.50,0,,,,,,,,,0,2,0,23,23,0
3273,Blake Bortles,22-279,2014-09-21,NFL,JAX,,IND,L 17-44,3,3,Sun,14,24,58.33,223,2,2,82.5,9.29,7.21,2,30,15.00,0,0,0,0,,0,,,,,,,,,0,2,247,30,30,0
3274,Dwayne Bowe,30-056,2014-11-16,NFL,KAN,,SEA,W 24-20,10,11,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,18,9.00,0,,,,,,,,,0,2,0,18,18,0
3275,Dwayne Bowe,30-077,2014-12-07,NFL,KAN,@,ARI,L 14-17,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,29,14.50,0,,,,,,,,,0,2,0,29,29,0
3276,Dwayne Bowe,30-070,2014-11-30,NFL,KAN,,DEN,L 16-29,12,13,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,18,9.00,0,,,,,,,,,0,2,0,18,18,0
3277,Tom Brady,37-147,2014-12-28,NFL,NWE,,BUF,L 9-17,16,17,Sun,8,16,50.00,80,0,0,64.6,5.00,5.00,2,9,4.50,0,0,0,0,,0,,,,,,,,,0,2,82,9,9,0
3278,Tom Brady,37-084,2014-10-26,NFL,NWE,,CHI,W 51-23,8,8,Sun,30,35,85.71,354,5,0,148.4,10.11,12.97,2,0,0.00,0,0,0,0,,0,,,,,,,,,0,2,354,0,-4,0
3279,Tom Brady,37-105,2014-11-16,NFL,NWE,@,IND,W 42-20,10,11,Sun,19,30,63.33,257,2,2,85.0,8.57,6.90,2,-2,-1.00,0,0,0,0,,0,,,,,,,,,0,2,255,-2,-2,0
3280,Tom Brady,37-091,2014-11-02,NFL,NWE,,DEN,W 43-21,9,9,Sun,33,53,62.26,333,4,1,97.4,6.28,6.94,2,4,2.00,0,0,0,0,,0,,,,,,,,,0,2,336,4,4,0
Rk,,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Touch,TotOff,YScm,APYd,RtY
3281,Drew Brees,35-340,2014-12-21,NFL,NOR,,ATL,L 14-30,15,16,Sun,30,47,63.83,313,1,2,72.4,6.66,5.17,2,8,4.00,0,0,0,0,,0,,,,,,,,,0,2,279,8,8,0
3282,Drew Brees,35-298,2014-11-09,NFL,NOR,,SFO,L 24-27,9,10,Sun,28,47,59.57,292,3,2,81.2,6.21,5.57,2,7,3.50,0,0,0,0,,0,,,,,,,,,0,2,294,7,7,0
3283,Teddy Bridgewater,22-020,2014-11-30,NFL,MIN,,CAR,W 31-13,12,13,Sun,15,21,71.43,138,2,0,120.7,6.57,8.48,2,12,6.00,0,0,0,0,,0,,,,,,,,,0,2,130,12,12,0
3284,Kenny Britt,26-044,2014-11-02,NFL,STL,@,SFO,W 13-10,8,9,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,32,16.00,1,,,,,,,,,6,2,0,32,32,0
3285,Kenny Britt,26-065,2014-11-23,NFL,STL,@,SDG,L 24-27,11,12,Sun,0,0,,0,0,0,,,,0,0,,0,6,2,37,18.50,0,,,,,,,,,0,2,0,37,37,0
3286,Kenny Britt,26-030,2014-10-19,NFL,STL,,SEA,W 28-26,6,7,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,4,2.00,0,,,,,,,,,0,2,0,4,4,0
3287,Kenny Britt,25-360,2014-09-14,NFL,STL,@,TAM,W 19-17,2,2,Sun,0,0,,0,0,0,,,,1,12,12.00,0,1,1,17,17.00,0,,,,,,,,,0,2,12,29,29,0
3288,Kenny Britt,26-079,2014-12-07,NFL,STL,@,WAS,W 24-0,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,52,26.00,0,,,,,,,,,0,2,0,52,52,0
3289,Kenny Britt,26-037,2014-10-26,NFL,STL,@,KAN,L 7-34,7,8,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,52,26.00,0,,,,,,,,,0,2,0,52,52,0
3290,Kevin Brock,28-242,2014-12-07,NFL,CIN,,PIT,L 21-42,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,18,9.00,0,,,,,,,,,0,2,0,18,18,0
3291,Donald Brown,27-219,2014-11-16,NFL,SDG,,OAK,W 13-6,10,11,Sun,0,0,,0,0,0,,,,1,0,0.00,0,2,1,4,4.00,0,,,,,,,,,0,2,0,4,4,0
3292,Donald Brown,27-233,2014-11-30,NFL,SDG,@,BAL,W 34-33,12,13,Sun,0,0,,0,0,0,,,,1,-2,-2.00,0,1,1,6,6.00,0,,,,,,,,,0,2,-2,4,4,0
3293,Donald Brown,27-150,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0,,0,,,,,,,,,0,2,-2,-2,-2,0
3294,Jaron Brown,24-333,2014-12-07,NFL,ARI,,KAN,W 17-14,13,14,Sun,0,0,,0,0,0,,,,0,0,,0,3,2,48,24.00,1,,,,,,,,,6,2,0,48,48,0
3295,Jaron Brown,24-298,2014-11-02,NFL,ARI,@,DAL,W 28-17,8,9,Sun,0,0,,0,0,0,,,,0,0,,0,2,2,15,7.50,1,,,,,,,,,6,2,0,15,15,0
3296,John Brown,24-185,2014-10-05,NFL,ARI,@,DEN,L 20-41,4,5,Sun,0,0,,0,0,0,,,,0,0,,0,7,2,4,2.00,0,,,,,,,,,0,2,0,4,4,0
3297,John Brown,24-158,2014-09-08,NFL,ARI,,SDG,W 18-17,1,1,Mon,0,0,,0,0,0,,,,0,0,,0,5,2,29,14.50,1,,,,,,,,,6,2,0,29,29,0
3298,John Brown,24-241,2014-11-30,NFL,ARI,@,ATL,L 18-29,12,13,Sun,0,0,,0,0,0,,,,0,0,,0,5,2,40,20.00,0,,,,,,,,,0,2,0,40,40,0
3299,John Brown,24-252,2014-12-11,NFL,ARI,@,STL,W 12-6,14,15,Thu,0,0,,0,0,0,,,,0,0,,0,6,2,22,11.00,0,,,,,,,,,0,2,0,22,22,0
3300,Justin Brown,23-195,2014-09-21,NFL,PIT,@,CAR,W 37-19,3,3,Sun,0,0,,0,0,0,,,,0,0,,0,4,2,10,5.00,0,,,,,,,,,0,2,0,10,10,0
